time_days,Fr221 top 5
1.2237451484387783e-05,6.78403774008141e-86
1.2239603204355601e-05,6.784037740008848e-86
1.2241755302661896e-05,6.784037739936274e-86
1.2243907779373198e-05,6.784037739863687e-86
1.2246060634556042e-05,6.784037739791088e-86
1.2248213868276974e-05,6.784037739718475e-86
1.225036748060255e-05,6.78403773964585e-86
1.2252521471599347e-05,6.784037739573213e-86
1.2254675841333938e-05,6.78403773950056e-86
1.2256830589872924e-05,6.784037739427898e-86
1.225898571728291e-05,6.784037739355221e-86
1.2261141223630509e-05,6.784037739282531e-86
1.226329710898235e-05,6.78403773920983e-86
1.2265453373405079e-05,6.784037739137116e-86
1.2267610016965341e-05,6.784037739064389e-86
1.226976703972981e-05,6.784037738991648e-86
1.2271924441765152e-05,6.784037738918895e-86
1.2274082223138057e-05,6.78403773884613e-86
1.2276240383915228e-05,6.784037738773352e-86
1.2278398924163371e-05,6.784037738700559e-86
1.2280557843949212e-05,6.784037738627757e-86
1.2282717143339486e-05,6.784037738554938e-86
1.2284876822400935e-05,6.784037738482108e-86
1.2287036881200321e-05,6.784037738409266e-86
1.2289197319804412e-05,6.78403773833641e-86
1.2291358138279988e-05,6.784037738263542e-86
1.2293519336693842e-05,6.784037738190662e-86
1.2295680915112783e-05,6.784037738117767e-86
1.2297842873603626e-05,6.784037738044862e-86
1.2300005212233195e-05,6.784037737971942e-86
1.2302167931068333e-05,6.784037737899009e-86
1.2304331030175894e-05,6.784037737826064e-86
1.230649450962274e-05,6.784037737753107e-86
1.2308658369475742e-05,6.784037737680136e-86
1.2310822609801795e-05,6.784037737607153e-86
1.2312987230667793e-05,6.784037737534156e-86
1.2315152232140647e-05,6.784037737461145e-86
1.2317317614287277e-05,6.784037737388125e-86
1.2319483377174625e-05,6.784037737315088e-86
1.232164952086963e-05,6.784037737242041e-86
1.232381604543925e-05,6.784037737168982e-86
1.2325982950950455e-05,6.784037737095908e-86
1.2328150237470232e-05,6.784037737022821e-86
1.2330317905065564e-05,6.784037736949721e-86
1.2332485953803464e-05,6.78403773687661e-86
1.2334654383750945e-05,6.784037736803484e-86
1.2336823194975036e-05,6.784037736730347e-86
1.2338992387542776e-05,6.784037736657198e-86
1.234116196152122e-05,6.784037736584034e-86
1.234333191697743e-05,6.784037736510857e-86
1.234550225397848e-05,6.784037736437668e-86
1.2347672972591459e-05,6.784037736364464e-86
1.2349844072883465e-05,6.78403773629125e-86
1.2352015554921612e-05,6.784037736218023e-86
1.2354187418773015e-05,6.784037736144782e-86
1.235635966450482e-05,6.784037736071528e-86
1.2358532292184164e-05,6.784037735998261e-86
1.2360705301878208e-05,6.784037735924983e-86
1.2362878693654122e-05,6.78403773585169e-86
1.236505246757909e-05,6.784037735778386e-86
1.2367226623720302e-05,6.784037735705066e-86
1.2369401162144966e-05,6.784037735631735e-86
1.2371576082920295e-05,6.784037735558392e-86
1.2373751386113522e-05,6.784037735485036e-86
1.237592707179189e-05,6.784037735411666e-86
1.2378103140022645e-05,6.784037735338283e-86
1.2380279590873055e-05,6.784037735264889e-86
1.2382456424410397e-05,6.784037735191479e-86
1.2384633640701959e-05,6.78403773511806e-86
1.2386811239815037e-05,6.784037735044625e-86
1.238898922181695e-05,6.784037734971178e-86
1.2391167586775017e-05,6.784037734897719e-86
1.2393346334756573e-05,6.784037734824245e-86
1.2395525465828968e-05,6.78403773475076e-86
1.2397704980059557e-05,6.784037734677262e-86
1.2399884877515714e-05,6.78403773460375e-86
1.2402065158264822e-05,6.784037734530224e-86
1.2404245822374275e-05,6.784037734456687e-86
1.240642686991148e-05,6.784037734383137e-86
1.2408608300943854e-05,6.784037734309573e-86
1.241079011553883e-05,6.784037734235997e-86
1.2412972313763846e-05,6.784037734162408e-86
1.241515489568636e-05,6.784037734088805e-86
1.2417337861373833e-05,6.784037734015191e-86
1.2419521210893751e-05,6.784037733941564e-86
1.2421704944313593e-05,6.784037733867921e-86
1.242388906170087e-05,6.784037733794269e-86
1.2426073563123086e-05,6.784037733720602e-86
1.2428258448647776e-05,6.78403773364692e-86
1.2430443718342467e-05,6.784037733573228e-86
1.2432629372274717e-05,6.784037733499522e-86
1.2434815410512081e-05,6.784037733425804e-86
1.2437001833122134e-05,6.784037733352072e-86
1.2439188640172458e-05,6.784037733278328e-86
1.2441375831730654e-05,6.78403773320457e-86
1.2443563407864327e-05,6.7840377331308e-86
1.2445751368641096e-05,6.784037733057016e-86
1.2447939714128599e-05,6.784037732983219e-86
1.2450128444394472e-05,6.78403773290941e-86
1.2452317559506374e-05,6.78403773283559e-86
1.2454507059531978e-05,6.784037732761754e-86
1.2456696944538955e-05,6.784037732687904e-86
1.2458887214595002e-05,6.784037732614043e-86
1.246107786976782e-05,6.78403773254017e-86
1.2463268910125127e-05,6.784037732466282e-86
1.2465460335734648e-05,6.78403773239238e-86
1.2467652146664122e-05,6.784037732318468e-86
1.2469844342981302e-05,6.784037732244542e-86
1.2472036924753952e-05,6.784037732170602e-86
1.2474229892049842e-05,6.78403773209665e-86
1.2476423244936762e-05,6.784037732022684e-86
1.2478616983482511e-05,6.784037731948707e-86
1.2480811107754901e-05,6.784037731874714e-86
1.248300561782175e-05,6.78403773180071e-86
1.2485200513750897e-05,6.784037731726693e-86
1.2487395795610185e-05,6.784037731652662e-86
1.2489591463467476e-05,6.784037731578619e-86
1.249178751739064e-05,6.784037731504563e-86
1.2493983957447554e-05,6.784037731430493e-86
1.2496180783706116e-05,6.784037731356411e-86
1.2498377996234234e-05,6.784037731282315e-86
1.2500575595099823e-05,6.784037731208207e-86
1.2502773580370815e-05,6.784037731134085e-86
1.250497195211515e-05,6.78403773105995e-86
1.2507170710400784e-05,6.784037730985803e-86
1.250936985529568e-05,6.784037730911642e-86
1.2511569386867819e-05,6.784037730837469e-86
1.2513769305185187e-05,6.784037730763282e-86
1.2515969610315787e-05,6.784037730689082e-86
1.2518170302327637e-05,6.784037730614869e-86
1.252037138128876e-05,6.784037730540644e-86
1.252257284726719e-05,6.784037730466404e-86
1.2524774700330979e-05,6.784037730392152e-86
1.252697694054819e-05,6.784037730317888e-86
1.2529179567986894e-05,6.78403773024361e-86
1.253138258271518e-05,6.784037730169318e-86
1.2533585984801139e-05,6.784037730095013e-86
1.2535789774312888e-05,6.784037730020697e-86
1.2537993951318543e-05,6.784037729946366e-86
1.2540198515886242e-05,6.784037729872022e-86
1.2542403468084125e-05,6.784037729797666e-86
1.2544608807980353e-05,6.784037729723296e-86
1.254681453564309e-05,6.784037729648913e-86
1.2549020651140526e-05,6.784037729574518e-86
1.2551227154540848e-05,6.784037729500109e-86
1.2553434045912263e-05,6.784037729425688e-86
1.2555641325322988e-05,6.784037729351252e-86
1.2557848992841253e-05,6.784037729276804e-86
1.2560057048535299e-05,6.784037729202342e-86
1.2562265492473376e-05,6.784037729127868e-86
1.2564474324723753e-05,6.784037729053381e-86
1.2566683545354705e-05,6.784037728978881e-86
1.2568893154434525e-05,6.784037728904367e-86
1.2571103152031512e-05,6.78403772882984e-86
1.2573313538213977e-05,6.784037728755301e-86
1.2575524313050249e-05,6.784037728680749e-86
1.257773547660866e-05,6.784037728606182e-86
1.2579947028957568e-05,6.784037728531603e-86
1.2582158970165325e-05,6.78403772845701e-86
1.2584371300300309e-05,6.784037728382406e-86
1.2586584019430906e-05,6.784037728307788e-86
1.2588797127625513e-05,6.784037728233156e-86
1.2591010624952534e-05,6.784037728158512e-86
1.2593224511480399e-05,6.784037728083854e-86
1.2595438787277536e-05,6.784037728009182e-86
1.2597653452412392e-05,6.784037727934498e-86
1.2599868506953426e-05,6.784037727859801e-86
1.2602083950969105e-05,6.784037727785091e-86
1.2604299784527914e-05,6.784037727710367e-86
1.2606516007698341e-05,6.78403772763563e-86
1.2608732620548896e-05,6.78403772756088e-86
1.2610949623148096e-05,6.784037727486118e-86
1.2613167015564472e-05,6.784037727411343e-86
1.2615384797866561e-05,6.784037727336553e-86
1.2617602970122923e-05,6.78403772726175e-86
1.2619821532402122e-05,6.784037727186936e-86
1.2622040484772732e-05,6.784037727112106e-86
1.2624259827303348e-05,6.784037727037264e-86
1.2626479560062572e-05,6.78403772696241e-86
1.2628699683119015e-05,6.78403772688754e-86
1.2630920196541303e-05,6.78403772681266e-86
1.2633141100398076e-05,6.784037726737767e-86
1.2635362394757988e-05,6.784037726662859e-86
1.2637584079689697e-05,6.784037726587939e-86
1.2639806155261878e-05,6.784037726513005e-86
1.2642028621543217e-05,6.784037726438057e-86
1.2644251478602414e-05,6.784037726363096e-86
1.264647472650818e-05,6.784037726288123e-86
1.264869836532924e-05,6.784037726213138e-86
1.2650922395134324e-05,6.784037726138136e-86
1.2653146815992178e-05,6.784037726063123e-86
1.2655371627971568e-05,6.784037725988098e-86
1.265759683114126e-05,6.784037725913058e-86
1.2659822425570041e-05,6.784037725838005e-86
1.2662048411326702e-05,6.784037725762939e-86
1.2664274788480056e-05,6.78403772568786e-86
1.2666501557098915e-05,6.784037725612768e-86
1.2668728717252117e-05,6.784037725537663e-86
1.2670956269008502e-05,6.784037725462543e-86
1.2673184212436931e-05,6.784037725387412e-86
1.2675412547606265e-05,6.784037725312268e-86
1.2677641274585387e-05,6.784037725237109e-86
1.2679870393443192e-05,6.784037725161938e-86
1.2682099904248582e-05,6.784037725086752e-86
1.2684329807070474e-05,6.784037725011555e-86
1.2686560101977795e-05,6.784037724936343e-86
1.2688790789039487e-05,6.784037724861119e-86
1.2691021868324503e-05,6.78403772478588e-86
1.2693253339901805e-05,6.78403772471063e-86
1.2695485203840376e-05,6.784037724635368e-86
1.2697717460209199e-05,6.78403772456009e-86
1.269995010907728e-05,6.784037724484799e-86
1.270218315051363e-05,6.784037724409495e-86
1.2704416584587273e-05,6.784037724334178e-86
1.270665041136725e-05,6.784037724258848e-86
1.2708884630922609e-05,6.784037724183505e-86
1.2711119243322413e-05,6.784037724108148e-86
1.2713354248635736e-05,6.784037724032779e-86
1.2715589646931661e-05,6.784037723957395e-86
1.2717825438279293e-05,6.784037723881998e-86
1.2720061622747737e-05,6.784037723806588e-86
1.2722298200406118e-05,6.784037723731166e-86
1.272453517132357e-05,6.784037723655729e-86
1.272677253556924e-05,6.78403772358028e-86
1.2729010293212288e-05,6.784037723504816e-86
1.2731248444321885e-05,6.78403772342934e-86
1.2733486988967213e-05,6.784037723353852e-86
1.2735725927217473e-05,6.784037723278349e-86
1.2737965259141866e-05,6.784037723202833e-86
1.2740204984809617e-05,6.784037723127304e-86
1.2742445104289954e-05,6.784037723051762e-86
1.2744685617652126e-05,6.784037722976206e-86
1.2746926524965384e-05,6.784037722900637e-86
1.2749167826299002e-05,6.784037722825056e-86
1.2751409521722259e-05,6.784037722749459e-86
1.2753651611304444e-05,6.78403772267385e-86
1.275589409511487e-05,6.784037722598227e-86
1.275813697322285e-05,6.784037722522591e-86
1.276038024569771e-05,6.784037722446944e-86
1.2762623912608801e-05,6.784037722371281e-86
1.2764867974025468e-05,6.784037722295605e-86
1.2767112430017083e-05,6.784037722219918e-86
1.2769357280653024e-05,6.784037722144215e-86
1.2771602526002678e-05,6.7840377220685e-86
1.277384816613545e-05,6.784037721992772e-86
1.2776094201120755e-05,6.78403772191703e-86
1.2778340631028018e-05,6.784037721841275e-86
1.2780587455926685e-05,6.784037721765506e-86
1.27828346758862e-05,6.784037721689725e-86
1.278508229097603e-05,6.784037721613929e-86
1.278733030126565e-05,6.78403772153812e-86
1.2789578706824553e-05,6.784037721462299e-86
1.2791827507722234e-05,6.784037721386463e-86
1.2794076704028206e-05,6.784037721310615e-86
1.2796326295811995e-05,6.784037721234753e-86
1.2798576283143142e-05,6.784037721158877e-86
1.280082666609119e-05,6.784037721082989e-86
1.2803077444725704e-05,6.784037721007087e-86
1.2805328619116255e-05,6.784037720931171e-86
1.2807580189332434e-05,6.784037720855244e-86
1.2809832155443837e-05,6.784037720779301e-86
1.2812084517520075e-05,6.784037720703345e-86
1.281433727563077e-05,6.784037720627377e-86
1.2816590429845556e-05,6.784037720551397e-86
1.281884398023408e-05,6.784037720475401e-86
1.2821097926866004e-05,6.784037720399391e-86
1.2823352269811e-05,6.78403772032337e-86
1.2825607009138747e-05,6.784037720247335e-86
1.2827862144918949e-05,6.784037720171285e-86
1.2830117677221308e-05,6.784037720095223e-86
1.283237360611555e-05,6.784037720019147e-86
1.2834629931671402e-05,6.784037719943059e-86
1.2836886653958613e-05,6.784037719866957e-86
1.2839143773046942e-05,6.78403771979084e-86
1.2841401289006154e-05,6.784037719714713e-86
1.2843659201906036e-05,6.784037719638568e-86
1.284591751181638e-05,6.784037719562412e-86
1.2848176218806992e-05,6.784037719486244e-86
1.2850435322947693e-05,6.784037719410061e-86
1.2852694824308315e-05,6.784037719333865e-86
1.2854954722958698e-05,6.784037719257655e-86
1.28572150189687e-05,6.784037719181432e-86
1.2859475712408185e-05,6.784037719105198e-86
1.286173680334704e-05,6.784037719028946e-86
1.2863998291855153e-05,6.784037718952684e-86
1.286626017800243e-05,6.784037718876409e-86
1.2868522461858791e-05,6.784037718800117e-86
1.287078514349416e-05,6.784037718723814e-86
1.2873048222978482e-05,6.784037718647497e-86
1.2875311700381712e-05,6.784037718571167e-86
1.2877575575773814e-05,6.784037718494824e-86
1.2879839849224767e-05,6.784037718418468e-86
1.2882104520804565e-05,6.784037718342096e-86
1.2884369590583207e-05,6.784037718265712e-86
1.2886635058630711e-05,6.784037718189316e-86
