time_days,Nuclei:Re188 top 16
1.2007278340839195e-05,8.629492071018639e-89
1.2009389589296282e-05,8.629492070941011e-89
1.2011501208975716e-05,8.629492070863373e-89
1.2013613199942771e-05,8.629492070785719e-89
1.2015725562262726e-05,8.629492070708051e-89
1.2017838296000882e-05,8.62949207063037e-89
1.2019951401222542e-05,8.629492070552676e-89
1.2022064877993026e-05,8.629492070474968e-89
1.2024178726377662e-05,8.629492070397245e-89
1.2026292946441793e-05,8.62949207031951e-89
1.202840753825077e-05,8.62949207024176e-89
1.2030522501869958e-05,8.629492070163998e-89
1.2032637837364735e-05,8.629492070086221e-89
1.2034753544800484e-05,8.62949207000843e-89
1.2036869624242604e-05,8.629492069930627e-89
1.203898607575651e-05,8.629492069852808e-89
1.204110289940762e-05,8.629492069774977e-89
1.2043220095261365e-05,8.629492069697132e-89
1.2045337663383193e-05,8.629492069619275e-89
1.204745560383856e-05,8.629492069541402e-89
1.2049573916692932e-05,8.629492069463515e-89
1.2051692602011791e-05,8.629492069385616e-89
1.2053811659860622e-05,8.629492069307702e-89
1.2055931090304936e-05,8.629492069229774e-89
1.205805089341024e-05,8.629492069151834e-89
1.206017106924206e-05,8.629492069073879e-89
1.2062291617865934e-05,8.629492068995911e-89
1.2064412539347413e-05,8.629492068917929e-89
1.2066533833752049e-05,8.629492068839934e-89
1.2068655501145422e-05,8.629492068761922e-89
1.2070777541593109e-05,8.629492068683901e-89
1.2072899955160708e-05,8.629492068605864e-89
1.2075022741913823e-05,8.629492068527812e-89
1.2077145901918073e-05,8.62949206844975e-89
1.2079269435239086e-05,8.62949206837167e-89
1.20813933419425e-05,8.62949206829358e-89
1.2083517622093972e-05,8.629492068215473e-89
1.2085642275759164e-05,8.629492068137355e-89
1.208776730300375e-05,8.629492068059221e-89
1.2089892703893416e-05,8.629492067981074e-89
1.2092018478493862e-05,8.629492067902914e-89
1.2094144626870797e-05,8.62949206782474e-89
1.2096271149089946e-05,8.629492067746553e-89
1.2098398045217035e-05,8.62949206766835e-89
1.2100525315317814e-05,8.629492067590134e-89
1.2102652959458035e-05,8.629492067511905e-89
1.210478097770347e-05,8.629492067433663e-89
1.2106909370119895e-05,8.629492067355405e-89
1.2109038136773103e-05,8.629492067277135e-89
1.2111167277728895e-05,8.629492067198852e-89
1.2113296793053085e-05,8.629492067120554e-89
1.2115426682811497e-05,8.629492067042241e-89
1.2117556947069973e-05,8.629492066963916e-89
1.2119687585894356e-05,8.629492066885577e-89
1.2121818599350509e-05,8.629492066807223e-89
1.2123949987504302e-05,8.629492066728856e-89
1.2126081750421618e-05,8.629492066650476e-89
1.2128213888168358e-05,8.629492066572082e-89
1.2130346400810421e-05,8.629492066493674e-89
1.213247928841373e-05,8.629492066415253e-89
1.2134612551044211e-05,8.629492066336815e-89
1.2136746188767809e-05,8.629492066258366e-89
1.2138880201650473e-05,8.629492066179904e-89
1.2141014589758171e-05,8.629492066101425e-89
1.2143149353156875e-05,8.629492066022936e-89
1.214528449191258e-05,8.629492065944429e-89
1.2147420006091276e-05,8.62949206586591e-89
1.2149555895758982e-05,8.62949206578738e-89
1.2151692160981716e-05,8.629492065708833e-89
1.215382880182551e-05,8.629492065630274e-89
1.2155965818356418e-05,8.629492065551699e-89
1.2158103210640488e-05,8.629492065473112e-89
1.2160240978743794e-05,8.629492065394509e-89
1.2162379122732416e-05,8.629492065315895e-89
1.2164517642672447e-05,8.629492065237266e-89
1.216665653862999e-05,8.629492065158623e-89
1.2168795810671159e-05,8.629492065079967e-89
1.2170935458862082e-05,8.629492065001296e-89
1.2173075483268899e-05,8.629492064922611e-89
1.2175215883957757e-05,8.629492064843913e-89
1.2177356660994821e-05,8.629492064765202e-89
1.2179497814446264e-05,8.629492064686475e-89
1.218163934437827e-05,8.629492064607735e-89
1.2183781250857039e-05,8.629492064528982e-89
1.2185923533948775e-05,8.629492064450215e-89
1.2188066193719701e-05,8.629492064371433e-89
1.219020923023605e-05,8.629492064292638e-89
1.2192352643564062e-05,8.629492064213829e-89
1.2194496433769993e-05,8.629492064135006e-89
1.219664060092011e-05,8.629492064056169e-89
1.2198785145080696e-05,8.629492063977319e-89
1.2200930066318032e-05,8.629492063898454e-89
1.2203075364698425e-05,8.629492063819576e-89
1.2205221040288189e-05,8.629492063740683e-89
1.2207367093153647e-05,8.629492063661776e-89
1.2209513523361139e-05,8.629492063582858e-89
1.2211660330977009e-05,8.629492063503925e-89
1.2213807516067617e-05,8.629492063424976e-89
1.2215955078699339e-05,8.629492063346015e-89
1.2218103018938555e-05,8.629492063267038e-89
1.2220251336851659e-05,8.62949206318805e-89
1.222240003250506e-05,8.629492063109047e-89
1.2224549105965179e-05,8.629492063030029e-89
1.2226698557298438e-05,8.629492062951e-89
1.2228848386571285e-05,8.629492062871954e-89
1.2230998593850174e-05,8.629492062792894e-89
1.2233149179201565e-05,8.629492062713822e-89
1.223530014269194e-05,8.629492062634736e-89
1.2237451484387783e-05,8.629492062555635e-89
1.2239603204355601e-05,8.62949206247652e-89
1.2241755302661896e-05,8.629492062397393e-89
1.2243907779373198e-05,8.62949206231825e-89
1.2246060634556042e-05,8.629492062239093e-89
1.2248213868276974e-05,8.629492062159924e-89
1.225036748060255e-05,8.62949206208074e-89
1.2252521471599347e-05,8.629492062001543e-89
1.2254675841333938e-05,8.62949206192233e-89
1.2256830589872924e-05,8.629492061843105e-89
1.225898571728291e-05,8.629492061763865e-89
1.2261141223630509e-05,8.629492061684612e-89
1.226329710898235e-05,8.629492061605344e-89
1.2265453373405079e-05,8.629492061526062e-89
1.2267610016965341e-05,8.629492061446767e-89
1.226976703972981e-05,8.629492061367457e-89
1.2271924441765152e-05,8.629492061288134e-89
1.2274082223138057e-05,8.629492061208796e-89
1.2276240383915228e-05,8.629492061129445e-89
1.2278398924163371e-05,8.62949206105008e-89
1.2280557843949212e-05,8.629492060970701e-89
1.2282717143339486e-05,8.629492060891309e-89
1.2284876822400935e-05,8.629492060811901e-89
1.2287036881200321e-05,8.62949206073248e-89
1.2289197319804412e-05,8.629492060653046e-89
1.2291358138279988e-05,8.629492060573595e-89
1.2293519336693842e-05,8.629492060494133e-89
1.2295680915112783e-05,8.629492060414657e-89
1.2297842873603626e-05,8.629492060335164e-89
1.2300005212233195e-05,8.62949206025566e-89
1.2302167931068333e-05,8.629492060176142e-89
1.2304331030175894e-05,8.629492060096609e-89
1.230649450962274e-05,8.629492060017063e-89
1.2308658369475742e-05,8.629492059937502e-89
1.2310822609801795e-05,8.629492059857926e-89
1.2312987230667793e-05,8.629492059778339e-89
1.2315152232140647e-05,8.629492059698736e-89
1.2317317614287277e-05,8.629492059619119e-89
1.2319483377174625e-05,8.629492059539486e-89
1.232164952086963e-05,8.629492059459843e-89
1.232381604543925e-05,8.629492059380184e-89
1.2325982950950455e-05,8.629492059300511e-89
1.2328150237470232e-05,8.629492059220824e-89
1.2330317905065564e-05,8.629492059141125e-89
1.2332485953803464e-05,8.629492059061408e-89
1.2334654383750945e-05,8.62949205898168e-89
1.2336823194975036e-05,8.629492058901937e-89
1.2338992387542776e-05,8.62949205882218e-89
1.234116196152122e-05,8.62949205874241e-89
1.234333191697743e-05,8.629492058662626e-89
1.234550225397848e-05,8.629492058582826e-89
1.2347672972591459e-05,8.629492058503012e-89
1.2349844072883465e-05,8.629492058423186e-89
1.2352015554921612e-05,8.629492058343345e-89
1.2354187418773015e-05,8.62949205826349e-89
1.235635966450482e-05,8.62949205818362e-89
1.2358532292184164e-05,8.629492058103737e-89
1.2360705301878208e-05,8.62949205802384e-89
1.2362878693654122e-05,8.629492057943929e-89
1.236505246757909e-05,8.629492057864004e-89
1.2367226623720302e-05,8.629492057784064e-89
1.2369401162144966e-05,8.62949205770411e-89
1.2371576082920295e-05,8.629492057624144e-89
1.2373751386113522e-05,8.629492057544162e-89
1.237592707179189e-05,8.629492057464166e-89
1.2378103140022645e-05,8.629492057384157e-89
1.2380279590873055e-05,8.629492057304134e-89
1.2382456424410397e-05,8.629492057224095e-89
1.2384633640701959e-05,8.629492057144043e-89
1.2386811239815037e-05,8.629492057063977e-89
1.238898922181695e-05,8.629492056983898e-89
1.2391167586775017e-05,8.629492056903804e-89
1.2393346334756573e-05,8.629492056823695e-89
1.2395525465828968e-05,8.629492056743572e-89
1.2397704980059557e-05,8.629492056663437e-89
1.2399884877515714e-05,8.629492056583286e-89
1.2402065158264822e-05,8.629492056503122e-89
1.2404245822374275e-05,8.629492056422942e-89
1.240642686991148e-05,8.62949205634275e-89
1.2408608300943854e-05,8.629492056262543e-89
1.241079011553883e-05,8.629492056182323e-89
1.2412972313763846e-05,8.629492056102088e-89
1.241515489568636e-05,8.629492056021839e-89
1.2417337861373833e-05,8.629492055941575e-89
1.2419521210893751e-05,8.629492055861298e-89
1.2421704944313593e-05,8.629492055781005e-89
1.242388906170087e-05,8.6294920557007e-89
1.2426073563123086e-05,8.62949205562038e-89
1.2428258448647776e-05,8.629492055540046e-89
1.2430443718342467e-05,8.629492055459699e-89
1.2432629372274717e-05,8.629492055379337e-89
1.2434815410512081e-05,8.62949205529896e-89
1.2437001833122134e-05,8.62949205521857e-89
1.2439188640172458e-05,8.629492055138166e-89
1.2441375831730654e-05,8.629492055057746e-89
1.2443563407864327e-05,8.629492054977314e-89
1.2445751368641096e-05,8.629492054896867e-89
1.2447939714128599e-05,8.629492054816406e-89
1.2450128444394472e-05,8.629492054735931e-89
1.2452317559506374e-05,8.629492054655442e-89
1.2454507059531978e-05,8.629492054574939e-89
1.2456696944538955e-05,8.629492054494422e-89
1.2458887214595002e-05,8.62949205441389e-89
1.246107786976782e-05,8.629492054333343e-89
1.2463268910125127e-05,8.629492054252783e-89
1.2465460335734648e-05,8.629492054172209e-89
1.2467652146664122e-05,8.62949205409162e-89
1.2469844342981302e-05,8.629492054011017e-89
1.2472036924753952e-05,8.6294920539304e-89
1.2474229892049842e-05,8.629492053849768e-89
1.2476423244936762e-05,8.629492053769124e-89
1.2478616983482511e-05,8.629492053688465e-89
1.2480811107754901e-05,8.629492053607792e-89
1.248300561782175e-05,8.629492053527103e-89
1.2485200513750897e-05,8.6294920534464e-89
1.2487395795610185e-05,8.629492053365685e-89
1.2489591463467476e-05,8.629492053284955e-89
1.249178751739064e-05,8.629492053204212e-89
1.2493983957447554e-05,8.629492053123452e-89
1.2496180783706116e-05,8.62949205304268e-89
1.2498377996234234e-05,8.629492052961892e-89
1.2500575595099823e-05,8.629492052881092e-89
1.2502773580370815e-05,8.629492052800276e-89
1.250497195211515e-05,8.629492052719446e-89
1.2507170710400784e-05,8.629492052638602e-89
1.250936985529568e-05,8.629492052557745e-89
1.2511569386867819e-05,8.62949205247687e-89
1.2513769305185187e-05,8.629492052395984e-89
1.2515969610315787e-05,8.629492052315083e-89
1.2518170302327637e-05,8.629492052234168e-89
1.252037138128876e-05,8.629492052153238e-89
1.252257284726719e-05,8.629492052072296e-89
1.2524774700330979e-05,8.629492051991338e-89
1.252697694054819e-05,8.629492051910366e-89
1.2529179567986894e-05,8.62949205182938e-89
1.253138258271518e-05,8.62949205174838e-89
1.2533585984801139e-05,8.629492051667366e-89
1.2535789774312888e-05,8.629492051586337e-89
1.2537993951318543e-05,8.629492051505294e-89
1.2540198515886242e-05,8.629492051424235e-89
1.2542403468084125e-05,8.629492051343164e-89
1.2544608807980353e-05,8.62949205126208e-89
1.254681453564309e-05,8.629492051180978e-89
1.2549020651140526e-05,8.629492051099865e-89
1.2551227154540848e-05,8.629492051018736e-89
1.2553434045912263e-05,8.629492050937592e-89
1.2555641325322988e-05,8.629492050856435e-89
1.2557848992841253e-05,8.629492050775263e-89
1.2560057048535299e-05,8.629492050694077e-89
1.2562265492473376e-05,8.629492050612877e-89
1.2564474324723753e-05,8.629492050531663e-89
1.2566683545354705e-05,8.629492050450434e-89
1.2568893154434525e-05,8.629492050369192e-89
1.2571103152031512e-05,8.629492050287935e-89
1.2573313538213977e-05,8.629492050206663e-89
1.2575524313050249e-05,8.629492050125378e-89
1.257773547660866e-05,8.629492050044078e-89
1.2579947028957568e-05,8.629492049962763e-89
1.2582158970165325e-05,8.629492049881434e-89
1.2584371300300309e-05,8.629492049800092e-89
1.2586584019430906e-05,8.629492049718734e-89
1.2588797127625513e-05,8.629492049637363e-89
1.2591010624952534e-05,8.629492049555977e-89
1.2593224511480399e-05,8.629492049474577e-89
1.2595438787277536e-05,8.629492049393162e-89
1.2597653452412392e-05,8.629492049311733e-89
1.2599868506953426e-05,8.62949204923029e-89
1.2602083950969105e-05,8.629492049148832e-89
1.2604299784527914e-05,8.629492049067361e-89
1.2606516007698341e-05,8.629492048985876e-89
1.2608732620548896e-05,8.629492048904374e-89
1.2610949623148096e-05,8.62949204882286e-89
1.2613167015564472e-05,8.629492048741332e-89
1.2615384797866561e-05,8.629492048659788e-89
1.2617602970122923e-05,8.62949204857823e-89
1.2619821532402122e-05,8.629492048496658e-89
1.2622040484772732e-05,8.629492048415071e-89
1.2624259827303348e-05,8.62949204833347e-89
1.2626479560062572e-05,8.629492048251855e-89
1.2628699683119015e-05,8.629492048170226e-89
1.2630920196541303e-05,8.629492048088582e-89
1.2633141100398076e-05,8.629492048006925e-89
1.2635362394757988e-05,8.629492047925252e-89
1.2637584079689697e-05,8.629492047843565e-89
1.2639806155261878e-05,8.629492047761863e-89
1.2642028621543217e-05,8.629492047680148e-89
1.2644251478602414e-05,8.629492047598417e-89
1.264647472650818e-05,8.629492047516672e-89
1.264869836532924e-05,8.629492047434913e-89
1.2650922395134324e-05,8.629492047353142e-89
1.2653146815992178e-05,8.629492047271354e-89
1.2655371627971568e-05,8.629492047189553e-89
1.265759683114126e-05,8.629492047107736e-89
1.2659822425570041e-05,8.629492047025906e-89
1.2662048411326702e-05,8.629492046944061e-89
1.2664274788480056e-05,8.629492046862202e-89
1.2666501557098915e-05,8.629492046780327e-89
1.2668728717252117e-05,8.629492046698439e-89
1.2670956269008502e-05,8.629492046616536e-89
1.2673184212436931e-05,8.62949204653462e-89
1.2675412547606265e-05,8.629492046452688e-89
1.2677641274585387e-05,8.629492046370742e-89
1.2679870393443192e-05,8.629492046288783e-89
1.2682099904248582e-05,8.629492046206807e-89
1.2684329807070474e-05,8.629492046124819e-89
1.2686560101977795e-05,8.629492046042816e-89
1.2688790789039487e-05,8.629492045960797e-89
1.2691021868324503e-05,8.629492045878765e-89
1.2693253339901805e-05,8.629492045796718e-89
1.2695485203840376e-05,8.629492045714657e-89
1.2697717460209199e-05,8.62949204563258e-89
1.269995010907728e-05,8.629492045550491e-89
1.270218315051363e-05,8.629492045468388e-89
1.2704416584587273e-05,8.629492045386268e-89
1.270665041136725e-05,8.629492045304135e-89
1.2708884630922609e-05,8.629492045221987e-89
1.2711119243322413e-05,8.629492045139825e-89
1.2713354248635736e-05,8.629492045057648e-89
1.2715589646931661e-05,8.629492044975456e-89
1.2717825438279293e-05,8.629492044893252e-89
1.2720061622747737e-05,8.62949204481103e-89
1.2722298200406118e-05,8.629492044728797e-89
1.272453517132357e-05,8.629492044646547e-89
1.272677253556924e-05,8.629492044564285e-89
1.2729010293212288e-05,8.629492044482006e-89
1.2731248444321885e-05,8.629492044399714e-89
1.2733486988967213e-05,8.629492044317408e-89
1.2735725927217473e-05,8.629492044235087e-89
1.2737965259141866e-05,8.629492044152751e-89
1.2740204984809617e-05,8.6294920440704e-89
1.2742445104289954e-05,8.629492043988036e-89
1.2744685617652126e-05,8.629492043905657e-89
1.2746926524965384e-05,8.629492043823263e-89
1.2749167826299002e-05,8.629492043740854e-89
1.2751409521722259e-05,8.629492043658433e-89
1.2753651611304444e-05,8.629492043575994e-89
1.275589409511487e-05,8.629492043493543e-89
1.275813697322285e-05,8.629492043411077e-89
1.276038024569771e-05,8.629492043328596e-89
1.2762623912608801e-05,8.6294920432461e-89
1.2764867974025468e-05,8.629492043163592e-89
1.2767112430017083e-05,8.629492043081068e-89
1.2769357280653024e-05,8.62949204299853e-89
1.2771602526002678e-05,8.629492042915976e-89
1.277384816613545e-05,8.629492042833408e-89
1.2776094201120755e-05,8.629492042750826e-89
1.2778340631028018e-05,8.629492042668229e-89
1.2780587455926685e-05,8.629492042585618e-89
1.27828346758862e-05,8.629492042502993e-89
1.278508229097603e-05,8.629492042420352e-89
1.278733030126565e-05,8.629492042337699e-89
1.2789578706824553e-05,8.629492042255028e-89
1.2791827507722234e-05,8.629492042172344e-89
1.2794076704028206e-05,8.629492042089645e-89
1.2796326295811995e-05,8.629492042006933e-89
1.2798576283143142e-05,8.629492041924205e-89
1.280082666609119e-05,8.629492041841463e-89
1.2803077444725704e-05,8.629492041758706e-89
1.2805328619116255e-05,8.629492041675934e-89
1.2807580189332434e-05,8.62949204159315e-89
1.2809832155443837e-05,8.629492041510349e-89
1.2812084517520075e-05,8.629492041427535e-89
1.281433727563077e-05,8.629492041344705e-89
1.2816590429845556e-05,8.62949204126186e-89
1.281884398023408e-05,8.629492041179004e-89
1.2821097926866004e-05,8.629492041096129e-89
1.2823352269811e-05,8.629492041013243e-89
1.2825607009138747e-05,8.62949204093034e-89
1.2827862144918949e-05,8.629492040847423e-89
1.2830117677221308e-05,8.629492040764492e-89
1.283237360611555e-05,8.629492040681545e-89
1.2834629931671402e-05,8.629492040598585e-89
1.2836886653958613e-05,8.629492040515609e-89
1.2839143773046942e-05,8.629492040432621e-89
1.2841401289006154e-05,8.629492040349615e-89
1.2843659201906036e-05,8.629492040266598e-89
1.284591751181638e-05,8.629492040183563e-89
1.2848176218806992e-05,8.629492040100516e-89
1.2850435322947693e-05,8.629492040017454e-89
1.2852694824308315e-05,8.629492039934375e-89
1.2854954722958698e-05,8.629492039851284e-89
1.28572150189687e-05,8.629492039768178e-89
1.2859475712408185e-05,8.629492039685056e-89
1.286173680334704e-05,8.62949203960192e-89
1.2863998291855153e-05,8.62949203951877e-89
1.286626017800243e-05,8.629492039435605e-89
1.2868522461858791e-05,8.629492039352424e-89
1.287078514349416e-05,8.629492039269231e-89
1.2873048222978482e-05,8.629492039186021e-89
1.2875311700381712e-05,8.629492039102799e-89
1.2877575575773814e-05,8.62949203901956e-89
1.2879839849224767e-05,8.629492038936308e-89
1.2882104520804565e-05,8.62949203885304e-89
1.2884369590583207e-05,8.629492038769759e-89
1.2886635058630711e-05,8.629492038686461e-89
